Lines	Words	File_name
27	242	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/05_i-dodge.en.TTde
14	148	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/06_masaze-petr-klic.en.OSt
14	147	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/06_masaze-petr-klic.en.TTde
12	183	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/07_bucherinsel-west.en.OSt
12	162	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/07_bucherinsel-west.en.TTde
10	138	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/08_jizeran.en.OSt
10	130	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/08_jizeran.en.TTde
21	152	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/09_il-gabbiano.en.OSt
21	143	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/09_il-gabbiano.en.TTde
17	168	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/10_magic-travel.en.OSt
17	153	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/10_magic-travel.en.TTde
18	193	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/11_trefa.en.OSt
18	167	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/11_trefa.en.TTde
8	122	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/12_fictionalcine.en.OSt
8	104	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/12_fictionalcine.en.TTde
12	168	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/13_don-bosco-barcelona.en.OSt
12	152	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/13_don-bosco-barcelona.en.TTde
21	219	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/14_llibres-i-revistes-edb.en.OSt
21	192	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/14_llibres-i-revistes-edb.en.TTde
18	186	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/15_brnkni.en.OSt
18	166	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/15_brnkni.en.TTde
17	189	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/16_develop-most.en.OSt
17	171	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/16_develop-most.en.TTde
12	292	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/17_tf-smart-team.en.OSt
12	261	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/17_tf-smart-team.en.TTde
14	245	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/18_tf-magic-world.en.OSt
14	233	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/18_tf-magic-world.en.TTde
11	186	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/19_be-beauty.en.OSt
11	155	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/19_be-beauty.en.TTde
13	152	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/20_mela-e-piu.en.OSt
13	138	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/20_mela-e-piu.en.TTde
21	144	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/21_hat-cap.en.OSt
21	142	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/21_hat-cap.en.TTde
22	229	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/22_new-design-world.en.OSt
22	223	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/22_new-design-world.en.TTde
20	230	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/23_pillowdream.en.OSt
20	239	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/23_pillowdream.en.TTde
14	172	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/24_mole-g-p-technologies.en.OSt
14	170	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/24_mole-g-p-technologies.en.TTde
12	204	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/25_folkstyle.en.OSt
12	177	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/25_folkstyle.en.TTde
7	93	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/26_tabacco-shop.en.OSt
7	86	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/26_tabacco-shop.en.TTde
11	216	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/27_f-e-international-tour.en.OSt
11	198	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/27_f-e-international-tour.en.TTde
10	130	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/28_samanka.en.OSt
10	114	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/28_samanka.en.TTde
16	199	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/29_salon-n-g.en.OSt
16	177	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/29_salon-n-g.en.TTde
9	110	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/30_appolonas.en.OSt
9	103	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/30_appolonas.en.TTde
13	154	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/31_devil-chocolate.en.OSt
13	149	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/31_devil-chocolate.en.TTde
18	171	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/32_ck-remoa.en.OSt
18	162	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/32_ck-remoa.en.TTde
10	79	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/33_logistic-servis.en.OSt
10	74	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/33_logistic-servis.en.TTde
15	157	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/34_kol_action_accessoires.en.OSt
15	151	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/34_kol_action_accessoires.en.TTde
13	185	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/35_f-e-time-travel-agency.en.OSt
13	162	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/35_f-e-time-travel-agency.en.TTde
12	141	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/36_step-house.en.OSt
12	135	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/36_step-house.en.TTde
35	252	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/37_caspowalk.en.OSt
35	229	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/37_caspowalk.en.TTde
12	150	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/38_seta.en.OSt
12	134	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/38_seta.en.TTde
16	218	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/39_total-regal.en.OSt
16	197	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/39_total-regal.en.TTde
152	1270	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy/kaccNlwi6lUCEM.en.OSt
152	1132	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy/kaccNlwi6lUCEM.en.TTde
25	194	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy/kach_fBMnB1i-0.en.OSt
25	169	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy/kach_fBMnB1i-0.en.TTde
64	467	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy/kacjHPr-CuvHhs.en.OSt
64	466	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy/kacjHPr-CuvHhs.en.TTde
45	348	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy/kacMokI3Fi8jpc.en.OSt
45	291	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy/kacMokI3Fi8jpc.en.TTde
192	1584	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy/kac_SpE4hQ8D_o.en.OSt
192	1480	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy/kac_SpE4hQ8D_o.en.TTde
60	607	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy/kacwBCowBiXV7A.en.OSt
60	602	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy/kacwBCowBiXV7A.en.TTde
152	1270	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy-new/kaccNlwi6lUCEM.en.OSt
152	1132	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy-new/kaccNlwi6lUCEM.en.TTde
25	194	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy-new/kach_fBMnB1i-0.en.OSt
25	169	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy-new/kach_fBMnB1i-0.en.TTde
64	467	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy-new/kacjHPr-CuvHhs.en.OSt
64	466	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy-new/kacjHPr-CuvHhs.en.TTde
45	348	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy-new/kacMokI3Fi8jpc.en.OSt
45	291	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy-new/kacMokI3Fi8jpc.en.TTde
192	1584	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy-new/kac_SpE4hQ8D_o.en.OSt
192	1480	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy-new/kac_SpE4hQ8D_o.en.TTde
60	607	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy-new/kacwBCowBiXV7A.en.OSt
60	602	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/khan-academy-new/kacwBCowBiXV7A.en.TTde
87	1625	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/sao-consecutive/austrian.en.OSt
87	1376	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/sao-consecutive/austrian.en.TTde
112	1582	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/sao-consecutive/dutch.en.OSt
112	1523	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/sao-consecutive/dutch.en.TTde
137	2423	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/sao-wgvat/belgian.en.OSt
137	2210	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/sao-wgvat/belgian.en.TTde
99	2233	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/sao-wgvat/polish.en.OSt
99	1799	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/sao-wgvat/polish.en.TTde
37	613	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/sao-wgvat/romanian.en.OSt
37	541	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/sao-wgvat/romanian.en.TTde
182	3451	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/sao-wgvat/spanish.en.OSt
182	3164	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/sao-wgvat/spanish.en.TTde
2000	33570	../../elitr-testset/documents/taus/en-de/devset.de
2000	36860	../../elitr-testset/documents/taus/en-de/devset.en
2000	32746	../../elitr-testset/documents/taus/en-de/testset.de
2000	36270	../../elitr-testset/documents/taus/en-de/testset.en
853	14011	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/BRH_2013.de
853	16940	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/BRH_2013.en
274	7122	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/KA_04_07.en
246	6084	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/KA_04_23.en
384	11387	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/KA_05_19.en
221	6367	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/KA_05_34.en
197	3388	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/KA_06_03.de
197	4144	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/KA_06_03.en
862	18491	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/KA_06_27.de
862	21494	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/KA_06_27.en
626	11193	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/KA_09_11_OCR.de
626	14153	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/KA_09_11_OCR.en
90	2480	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/KA_13_04.en
959	23789	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/KA_15_33.en
29	597	../../elitr-testset/documents/wmt19-elitr-testsuite/reference/SMLprodl.en
0	244	../../elitr-testset/documents/ESIC/dev/20101006/014_023_EN_Boştinaru/en.OSt.man.punct-verbatim.txt
0	155	../../elitr-testset/documents/ESIC/dev/20101006/014_023_EN_Boştinaru/en.IStde.man.punct-verbatim.txt
0	343	../../elitr-testset/documents/ESIC/dev/20101006/014_015_EN_Bozkurt/en.OSt.man.punct-verbatim.txt
0	321	../../elitr-testset/documents/ESIC/dev/20101006/014_015_EN_Bozkurt/en.IStde.man.punct-verbatim.txt
0	169	../../elitr-testset/documents/ESIC/dev/20080902/017_005_EN_Drčar-Murko/en.OSt.man.punct-verbatim.txt
0	149	../../elitr-testset/documents/ESIC/dev/20080902/017_005_EN_Drčar-Murko/en.IStde.man.punct-verbatim.txt
0	105	../../elitr-testset/documents/ESIC/dev/20080902/006_010_EN_Strejček/en.OSt.man.punct-verbatim.txt
0	87	../../elitr-testset/documents/ESIC/dev/20080902/006_010_EN_Strejček/en.IStde.man.punct-verbatim.txt
0	138	../../elitr-testset/documents/ESIC/dev/20080902/004_023_EN_Ždanoka/en.OSt.man.punct-verbatim.txt
0	94	../../elitr-testset/documents/ESIC/dev/20080902/004_023_EN_Ždanoka/en.IStde.man.punct-verbatim.txt
0	357	../../elitr-testset/documents/ESIC/dev/20080902/010_041_EN_Buşoi/en.OSt.man.punct-verbatim.txt
0	274	../../elitr-testset/documents/ESIC/dev/20080902/010_041_EN_Buşoi/en.IStde.man.punct-verbatim.txt
0	250	../../elitr-testset/documents/ESIC/dev/20100120/011_015_EN_Eppink/en.OSt.man.punct-verbatim.txt
0	225	../../elitr-testset/documents/ESIC/dev/20100120/011_015_EN_Eppink/en.IStde.man.punct-verbatim.txt
0	271	../../elitr-testset/documents/ESIC/dev/20100211/004_026_EN_Korhola/en.OSt.man.punct-verbatim.txt
0	227	../../elitr-testset/documents/ESIC/dev/20100211/004_026_EN_Korhola/en.IStde.man.punct-verbatim.txt
0	399	../../elitr-testset/documents/ESIC/dev/20110609/004_002_EN_Korhola/en.OSt.man.punct-verbatim.txt
0	346	../../elitr-testset/documents/ESIC/dev/20110609/004_002_EN_Korhola/en.IStde.man.punct-verbatim.txt
0	182	../../elitr-testset/documents/ESIC/dev/20110609/004_013_EN_Prendergast/en.OSt.man.punct-verbatim.txt
0	163	../../elitr-testset/documents/ESIC/dev/20110609/004_013_EN_Prendergast/en.IStde.man.punct-verbatim.txt
0	73	../../elitr-testset/documents/ESIC/dev/20091008/005_022_EN_Tarand/en.OSt.man.punct-verbatim.txt
0	67	../../elitr-testset/documents/ESIC/dev/20091008/005_022_EN_Tarand/en.IStde.man.punct-verbatim.txt
0	258	../../elitr-testset/documents/ESIC/dev/20091008/005_020_EN_Tarand/en.OSt.man.punct-verbatim.txt
0	215	../../elitr-testset/documents/ESIC/dev/20091008/005_020_EN_Tarand/en.IStde.man.punct-verbatim.txt
0	226	../../elitr-testset/documents/ESIC/dev/20081020/012_014_EN_Ryan/en.OSt.man.punct-verbatim.txt
0	187	../../elitr-testset/documents/ESIC/dev/20081020/012_014_EN_Ryan/en.IStde.man.punct-verbatim.txt
0	214	../../elitr-testset/documents/ESIC/dev/20081020/012_015_EN_Járóka/en.OSt.man.punct-verbatim.txt
0	128	../../elitr-testset/documents/ESIC/dev/20081020/012_015_EN_Járóka/en.IStde.man.punct-verbatim.txt
0	154	../../elitr-testset/documents/ESIC/dev/20080923/004_030_EN_Mote/en.OSt.man.punct-verbatim.txt
0	131	../../elitr-testset/documents/ESIC/dev/20080923/004_030_EN_Mote/en.IStde.man.punct-verbatim.txt
0	168	../../elitr-testset/documents/ESIC/dev/20080923/006_015_EN_Boştinaru/en.OSt.man.punct-verbatim.txt
0	160	../../elitr-testset/documents/ESIC/dev/20080923/006_015_EN_Boştinaru/en.IStde.man.punct-verbatim.txt
0	473	../../elitr-testset/documents/ESIC/dev/20080923/015_007_EN_Csibi/en.OSt.man.punct-verbatim.txt
0	392	../../elitr-testset/documents/ESIC/dev/20080923/015_007_EN_Csibi/en.IStde.man.punct-verbatim.txt
0	175	../../elitr-testset/documents/ESIC/dev/20080923/013_010_EN_Ryan/en.OSt.man.punct-verbatim.txt
0	145	../../elitr-testset/documents/ESIC/dev/20080923/013_010_EN_Ryan/en.IStde.man.punct-verbatim.txt
0	299	../../elitr-testset/documents/ESIC/dev/20080923/014_008_EN_Ždanoka/en.OSt.man.punct-verbatim.txt
0	270	../../elitr-testset/documents/ESIC/dev/20080923/014_008_EN_Ždanoka/en.IStde.man.punct-verbatim.txt
0	288	../../elitr-testset/documents/ESIC/dev/20080924/004_006_EN_BOOTH/en.OSt.man.punct-verbatim.txt
0	250	../../elitr-testset/documents/ESIC/dev/20080924/004_006_EN_BOOTH/en.IStde.man.punct-verbatim.txt
0	388	../../elitr-testset/documents/ESIC/dev/20080924/004_010_EN_Kauppi/en.OSt.man.punct-verbatim.txt
0	344	../../elitr-testset/documents/ESIC/dev/20080924/004_010_EN_Kauppi/en.IStde.man.punct-verbatim.txt
0	884	../../elitr-testset/documents/ESIC/dev/20081118/013_001_EN_Kauppi/en.OSt.man.punct-verbatim.txt
0	658	../../elitr-testset/documents/ESIC/dev/20081118/013_001_EN_Kauppi/en.IStde.man.punct-verbatim.txt
0	274	../../elitr-testset/documents/ESIC/dev/20081118/011_052_EN_Kauppi/en.OSt.man.punct-verbatim.txt
0	217	../../elitr-testset/documents/ESIC/dev/20081118/011_052_EN_Kauppi/en.IStde.man.punct-verbatim.txt
0	131	../../elitr-testset/documents/ESIC/dev/20081118/008_011_EN_Strejček/en.OSt.man.punct-verbatim.txt
0	123	../../elitr-testset/documents/ESIC/dev/20081118/008_011_EN_Strejček/en.IStde.man.punct-verbatim.txt
0	442	../../elitr-testset/documents/ESIC/dev/20081118/013_012_EN_Kauppi/en.OSt.man.punct-verbatim.txt
0	377	../../elitr-testset/documents/ESIC/dev/20081118/013_012_EN_Kauppi/en.IStde.man.punct-verbatim.txt
0	152	../../elitr-testset/documents/ESIC/dev/20100308/014_010_EN_Triantaphyllides/en.OSt.man.punct-verbatim.txt
0	143	../../elitr-testset/documents/ESIC/dev/20100308/014_010_EN_Triantaphyllides/en.IStde.man.punct-verbatim.txt
0	308	../../elitr-testset/documents/ESIC/dev/20100308/018_008_EN_Casa/en.OSt.man.punct-verbatim.txt
0	237	../../elitr-testset/documents/ESIC/dev/20100308/018_008_EN_Casa/en.IStde.man.punct-verbatim.txt
0	134	../../elitr-testset/documents/ESIC/dev/20100308/014_034_EN_Mészáros/en.OSt.man.punct-verbatim.txt
0	149	../../elitr-testset/documents/ESIC/dev/20100308/014_034_EN_Mészáros/en.IStde.man.punct-verbatim.txt
0	161	../../elitr-testset/documents/ESIC/dev/20090218/019_022_EN_Wojciechowski/en.OSt.man.punct-verbatim.txt
0	171	../../elitr-testset/documents/ESIC/dev/20090218/019_022_EN_Wojciechowski/en.IStde.man.punct-verbatim.txt
0	380	../../elitr-testset/documents/ESIC/dev/20081120/005_003_EN_Jackson/en.OSt.man.punct-verbatim.txt
0	381	../../elitr-testset/documents/ESIC/dev/20081120/005_003_EN_Jackson/en.IStde.man.punct-verbatim.txt
0	331	../../elitr-testset/documents/ESIC/dev/20081120/003_010_EN_Mote/en.OSt.man.punct-verbatim.txt
0	310	../../elitr-testset/documents/ESIC/dev/20081120/003_010_EN_Mote/en.IStde.man.punct-verbatim.txt
0	90	../../elitr-testset/documents/ESIC/dev/20110215/005_017_EN_Tarand/en.OSt.man.punct-verbatim.txt
0	87	../../elitr-testset/documents/ESIC/dev/20110215/005_017_EN_Tarand/en.IStde.man.punct-verbatim.txt
0	107	../../elitr-testset/documents/ESIC/dev/20110215/003_016_EN_Schlyter/en.OSt.man.punct-verbatim.txt
0	87	../../elitr-testset/documents/ESIC/dev/20110215/003_016_EN_Schlyter/en.IStde.man.punct-verbatim.txt
0	152	../../elitr-testset/documents/ESIC/dev/20110215/005_015_EN_Hautala/en.OSt.man.punct-verbatim.txt
0	116	../../elitr-testset/documents/ESIC/dev/20110215/005_015_EN_Hautala/en.IStde.man.punct-verbatim.txt
0	234	../../elitr-testset/documents/ESIC/dev/20090915/011_042_EN_Eppink/en.OSt.man.punct-verbatim.txt
0	152	../../elitr-testset/documents/ESIC/dev/20090915/011_042_EN_Eppink/en.IStde.man.punct-verbatim.txt
0	319	../../elitr-testset/documents/ESIC/dev/20100908/011_006_EN_Tarand/en.OSt.man.punct-verbatim.txt
0	243	../../elitr-testset/documents/ESIC/dev/20100908/011_006_EN_Tarand/en.IStde.man.punct-verbatim.txt
0	304	../../elitr-testset/documents/ESIC/dev/20100908/004_016_EN_Mikolášik/en.OSt.man.punct-verbatim.txt
0	236	../../elitr-testset/documents/ESIC/dev/20100908/004_016_EN_Mikolášik/en.IStde.man.punct-verbatim.txt
0	138	../../elitr-testset/documents/ESIC/dev/20100908/011_005_EN_van-Baalen/en.OSt.man.punct-verbatim.txt
0	105	../../elitr-testset/documents/ESIC/dev/20100908/011_005_EN_van-Baalen/en.IStde.man.punct-verbatim.txt
0	144	../../elitr-testset/documents/ESIC/dev/20091123/016_018_EN_Thaler/en.OSt.man.punct-verbatim.txt
0	106	../../elitr-testset/documents/ESIC/dev/20091123/016_018_EN_Thaler/en.IStde.man.punct-verbatim.txt
0	162	../../elitr-testset/documents/ESIC/dev/20080901/018_006_EN_Ždanoka/en.OSt.man.punct-verbatim.txt
0	144	../../elitr-testset/documents/ESIC/dev/20080901/018_006_EN_Ždanoka/en.IStde.man.punct-verbatim.txt
0	292	../../elitr-testset/documents/ESIC/dev/20080901/020_010_EN_Wojciechowski/en.OSt.man.punct-verbatim.txt
0	302	../../elitr-testset/documents/ESIC/dev/20080901/020_010_EN_Wojciechowski/en.IStde.man.punct-verbatim.txt
0	321	../../elitr-testset/documents/ESIC/dev/20100519/003_018_EN_Eppink/en.OSt.man.punct-verbatim.txt
0	210	../../elitr-testset/documents/ESIC/dev/20100519/003_018_EN_Eppink/en.IStde.man.punct-verbatim.txt
0	166	../../elitr-testset/documents/ESIC/dev/20100519/007_002_EN_Schlyter/en.OSt.man.punct-verbatim.txt
0	115	../../elitr-testset/documents/ESIC/dev/20100519/007_002_EN_Schlyter/en.IStde.man.punct-verbatim.txt
0	177	../../elitr-testset/documents/ESIC/dev/20110404/014_007_EN_Triantaphyllides/en.OSt.man.punct-verbatim.txt
0	148	../../elitr-testset/documents/ESIC/dev/20110404/014_007_EN_Triantaphyllides/en.IStde.man.punct-verbatim.txt
0	460	../../elitr-testset/documents/ESIC/dev/20081008/015_004_EN_Kauppi/en.OSt.man.punct-verbatim.txt
0	338	../../elitr-testset/documents/ESIC/dev/20081008/015_004_EN_Kauppi/en.IStde.man.punct-verbatim.txt
0	246	../../elitr-testset/documents/ESIC/dev/20091020/012_011_EN_Buşoi/en.OSt.man.punct-verbatim.txt
0	188	../../elitr-testset/documents/ESIC/dev/20091020/012_011_EN_Buşoi/en.IStde.man.punct-verbatim.txt
0	174	../../elitr-testset/documents/ESIC/dev/20110118/005_031_EN_Boştinaru/en.OSt.man.punct-verbatim.txt
0	155	../../elitr-testset/documents/ESIC/dev/20110118/005_031_EN_Boştinaru/en.IStde.man.punct-verbatim.txt
0	110	../../elitr-testset/documents/ESIC/dev/20110118/006_006_EN_Swoboda/en.OSt.man.punct-verbatim.txt
0	89	../../elitr-testset/documents/ESIC/dev/20110118/006_006_EN_Swoboda/en.IStde.man.punct-verbatim.txt
0	196	../../elitr-testset/documents/ESIC/dev/20081023/004_014_EN_Dobolyi/en.OSt.man.punct-verbatim.txt
0	143	../../elitr-testset/documents/ESIC/dev/20081023/004_014_EN_Dobolyi/en.IStde.man.punct-verbatim.txt
0	164	../../elitr-testset/documents/ESIC/dev/20090323/013_004_EN_Ryan/en.OSt.man.punct-verbatim.txt
0	128	../../elitr-testset/documents/ESIC/dev/20090323/013_004_EN_Ryan/en.IStde.man.punct-verbatim.txt
0	547	../../elitr-testset/documents/ESIC/dev/20090323/014_019_EN_Kinnock/en.OSt.man.punct-verbatim.txt
0	414	../../elitr-testset/documents/ESIC/dev/20090323/014_019_EN_Kinnock/en.IStde.man.punct-verbatim.txt
0	370	../../elitr-testset/documents/ESIC/dev/20090323/014_023_EN_Kinnock/en.OSt.man.punct-verbatim.txt
